154762308,,cpu_atom/cycles/,697198,0.00,,
7997388244,,cpu_core/cycles/,1585367416,99.00,,
161641607,,cpu_atom/instructions/,1696390,1.00,1.04,insn per cycle
7879736420,,cpu_core/instructions/,1585367416,99.00,0.99,insn per cycle
2265166,,cpu_atom/cache-references/,2046033,1.00,,
272530956,,cpu_core/cache-references/,1585367416,99.00,,
757142,,cpu_atom/cache-misses/,2692830,2.00,33.43,of all cache refs
114177756,,cpu_core/cache-misses/,1585367416,99.00,41.90,of all cache refs
54623144,,cpu_atom/dTLB-loads/,2692830,2.00,,
2236623502,,cpu_core/dTLB-loads/,1585367416,99.00,,
81620,,cpu_atom/dTLB-load-misses/,2692830,2.00,0.15,of all dTLB cache accesses
62679910,,cpu_core/dTLB-load-misses/,1585367416,99.00,2.80,of all dTLB cache accesses
444326,,cpu_atom/LLC-loads/,2692830,2.00,,
71447003,,cpu_core/LLC-loads/,1585367416,99.00,,
49,,cpu_atom/LLC-load-misses/,2642429,2.00,0.01,of all LL-cache accesses
24018722,,cpu_core/LLC-load-misses/,1585367416,99.00,33.62,of all LL-cache accesses
