impl,n,threads,cpu_atom/LLC-load-misses/,cpu_atom/LLC-loads/,cpu_atom/cache-misses/,cpu_atom/cache-references/,cpu_atom/cycles/,cpu_atom/dTLB-load-misses/,cpu_atom/dTLB-loads/,cpu_atom/instructions/,cpu_core/LLC-load-misses/,cpu_core/LLC-loads/,cpu_core/cache-misses/,cpu_core/cache-references/,cpu_core/cycles/,cpu_core/dTLB-load-misses/,cpu_core/dTLB-loads/,cpu_core/instructions/
a1,16777216,8,26.0,3540172.0,19201510.0,21425204.0,3474070607.0,39774.0,89760195.0,429701229.0,6055619.0,7851809.0,60046578.0,71971868.0,12790606499.0,558984.0,2159303838.0,21424256908.0
a1,67108864,8,2.0,18414148.0,90941595.0,106945056.0,12936620659.0,83592.0,372075316.0,1588183207.0,28004607.0,35858050.0,236165892.0,306954971.0,46966024492.0,2044512.0,9128671362.0,91027488385.0
fftw,16777216,8,438.0,630887.0,1333929.0,3272314.0,257207300.0,117371.0,79012411.0,252601701.0,23674132.0,46359100.0,84415620.0,179121866.0,5939733031.0,41876698.0,1561581732.0,5708472056.0
fftw,67108864,8,0.0,11283552.0,17461604.0,48015668.0,4984159520.0,2326126.0,1537693721.0,6139789413.0,154827636.0,305585503.0,506430488.0,1068986688.0,33534140558.0,170396397.0,6354918448.0,23717189238.0
