impl,n,threads,sec_per_iter,gflops,cycles_per_fft,instr_per_fft,ipc,cache_misses_per_fft,LLC_load_misses_per_fft,dTLB_load_misses_per_fft,cache_miss_rate
ours,65536,2,0.004063872594,1.290119,96241570.328125,375487298.8125,3.9015084389450165,3619.078125,58.03125,987.5625,0.01640047518829894
ours,65536,4,0.002179430813,2.405619,114964099.52734375,407772238.91015625,3.546952836464998,1003.6328125,19.5234375,376.9453125,0.0034283294472350167
ours,65536,8,0.001225890328,4.276794,128495385.07421875,396919929.5859375,3.0889819845022224,2825.953125,8.359375,186.7109375,0.008667230229997096
ours,65536,16,0.001477156797,3.549305,228712651.140625,378364625.26953125,1.6543231141022106,546.44140625,21.31640625,63.2109375,0.0019682882007630606
ours,65536,24,0.002612920313,2.006521,554760518.7578125,531378788.7402344,0.9578525702046476,496.373046875,19.765625,91.20703125,0.0009105357030972381
ours,262144,1,0.03224916637,0.731584,338457802.0,1445509005.25,4.270869209420677,29170.0,1053.5625,2085.4375,0.00861085213857686
ours,262144,2,0.01697436837,1.389917,486945141.5625,1694045843.34375,3.4789254450879805,758622.1875,571.90625,28054.03125,0.20123729229991694
ours,262144,4,0.009141025375,2.580997,450841788.0,1637693148.515625,3.6325229650531528,8315.03125,171.0625,1580.5625,0.005116685735422017
ours,262144,8,0.005044704156,4.676778,471386584.078125,1578349225.75,3.3483117234588353,37164.734375,249.828125,2989.921875,0.02164268769678532
ours,262144,16,0.0062519965,3.773668,977841838.25,1576721291.078125,1.6124502239543288,6304.4375,45.6875,1282.6875,0.004461145552176499
ours,262144,24,0.004315203906,5.467403,1021918830.84375,1620611558.5625,1.5858515467656444,4191.8046875,117.75,1316.6875,0.0024744837070044268
ours,1048576,1,0.144372045,0.726301,1536741665.0,6462135396.25,4.20508895114131,2650823.75,140625.25,32222.25,0.166681597849633
ours,1048576,2,0.0761180445,1.377566,2063660570.5,7457839898.25,3.6138888365944095,3027589.0,151521.5,177780.5,0.15439870116133989
ours,1048576,4,0.040211949,2.607623,2189155409.25,7523674668.375,3.4367933115139575,2496528.5,135824.625,49205.125,0.1431551527177891
ours,1048576,8,0.021733928,4.824604,2110960373.0,6956800207.5,3.2955617246444637,964465.9375,63089.25,21778.0,0.08069260144497253
ours,1048576,16,0.02779945,3.771931,4683474383.625,7337088769.25,1.5665909895659784,1201780.125,2963.125,11325.4375,0.12039303445954475
ours,1048576,24,0.01878041275,5.583349,4511893818.0,6800183163.0,1.5071682617775648,951557.6875,25369.6875,15474.1875,0.10821796682936571
