133538842,,cpu_atom/cycles/,32344,0.00,,
5635772449,,cpu_core/cycles/,1113241104,99.00,,
340028201,,cpu_atom/instructions/,1026999,0.00,2.55,insn per cycle
5691662551,,cpu_core/instructions/,1113241104,99.00,1.01,insn per cycle
5650983,,cpu_atom/cache-references/,1051067,0.00,,
182024113,,cpu_core/cache-references/,1113241104,99.00,,
1277117,,cpu_atom/cache-misses/,1051067,0.00,22.60,of all cache refs
76902692,,cpu_core/cache-misses/,1113241104,99.00,42.25,of all cache refs
84080625,,cpu_atom/dTLB-loads/,1051067,0.00,,
1557863839,,cpu_core/dTLB-loads/,1113241104,99.00,,
269125,,cpu_atom/dTLB-load-misses/,1051067,0.00,0.32,of all dTLB cache accesses
41963397,,cpu_core/dTLB-load-misses/,1113241104,99.00,2.69,of all dTLB cache accesses
907356,,cpu_atom/LLC-loads/,1051067,0.00,,
47721619,,cpu_core/LLC-loads/,1113241104,99.00,,
0,,cpu_atom/LLC-load-misses/,1018723,0.00,,
15965685,,cpu_core/LLC-load-misses/,1113241104,99.00,33.46,of all LL-cache accesses
