impl,n,threads,sec_per_iter,gflops,cycles_per_fft,instr_per_fft,ipc,cache_misses_per_fft,LLC_load_misses_per_fft,dTLB_load_misses_per_fft,cache_miss_rate
fftw,16777216,8,0.241561245,8.334391,5634315967.5,5025281009.0,0.8919061405123443,77084689.5,18176311.0,42358799.5,0.428963096721248
fftw,67108864,8,1.391365938,6.270207,33247418482.0,23876210305.0,0.7181372688507071,534784219.0,129477441.0,174963521.0,0.4589287406126619
