impl,n,threads,sec_per_iter,gflops,cycles_per_fft,instr_per_fft,ipc,cache_misses_per_fft,LLC_load_misses_per_fft,dTLB_load_misses_per_fft,cache_miss_rate
fftw,16777216,8,0.242820494,8.29117,5153877420.5,5012248518.5,0.9725199319959262,72762675.0,15279471.0,41721792.0,0.41056912558917513
fftw,67108864,8,1.490459792,5.85333,33228484804.0,23838234480.0,0.7174035957586121,526615851.0,143840100.0,170318573.0,0.46502012793519587
