impl,n,threads,inplace,plan,seed,iters,sec,sec_per_iter,gflops,plan_sec,checksum
fftw,16777216,8,0,estimate,1,2,0.483122490,2.415612450e-01,8.334391,0.003274878,8387412.208752
fftw,67108864,8,0,estimate,1,1,1.391365938,1.391365938e+00,6.270207,0.004214784,33549102.766310
