impl,n,threads,inplace,plan,seed,iters,sec,sec_per_iter,gflops,plan_sec,checksum
fftw,16777216,8,0,estimate,1,2,0.485640988,2.428204940e-01,8.291170,0.003057744,8387412.208752
fftw,67108864,8,0,estimate,1,1,1.490459792,1.490459792e+00,5.853330,0.004070624,33549102.766310
