impl,n,threads,sec_per_iter,gflops,cycles_per_fft,instr_per_fft,ipc,cache_misses_per_fft,LLC_load_misses_per_fft,dTLB_load_misses_per_fft,cache_miss_rate
a1,16777216,8,0.10437198,19.289333,16402590347.0,21864245948.0,1.3329751877878804,80249187.0,6216334.0,610951.0,0.8498413052220561
a1,67108864,8,0.437327904,19.948767,60999052621.0,92653303234.0,1.5189302005995822,334283509.0,24955698.0,2117509.0,0.8665591468535304
fftw,16777216,8,0.238458972,8.442819,5769311291.0,6031690752.0,1.045478471825451,78179809.0,15965685.0,42232522.0,0.4165699694113917
fftw,67108864,8,1.498209286,5.823053,35781519803.0,26537837693.0,0.7416632339572957,539596656.0,146953476.0,171423773.0,0.48257259952451476
