impl,n,threads,cpu_atom/LLC-load-misses/,cpu_atom/LLC-loads/,cpu_atom/cache-misses/,cpu_atom/cache-references/,cpu_atom/cycles/,cpu_atom/dTLB-load-misses/,cpu_atom/dTLB-loads/,cpu_atom/instructions/,cpu_core/LLC-load-misses/,cpu_core/LLC-loads/,cpu_core/cache-misses/,cpu_core/cache-references/,cpu_core/cycles/,cpu_core/dTLB-load-misses/,cpu_core/dTLB-loads/,cpu_core/instructions/
a1,16777216,8,122.0,3661833.0,19335329.0,21791090.0,3513853964.0,37380.0,91000551.0,437377881.0,6216212.0,8102803.0,60913858.0,72637348.0,12888736383.0,573571.0,2160554178.0,21426868067.0
a1,67108864,8,11.0,15939178.0,90028727.0,97169490.0,13298931122.0,80356.0,372122233.0,1616627838.0,24955687.0,33052511.0,244254782.0,288590109.0,47700121499.0,2037153.0,9130513888.0,91036675396.0
fftw,16777216,8,0.0,907356.0,1277117.0,5650983.0,133538842.0,269125.0,84080625.0,340028201.0,15965685.0,47721619.0,76902692.0,182024113.0,5635772449.0,41963397.0,1557863839.0,5691662551.0
fftw,67108864,8,0.0,5137328.0,6715964.0,21848590.0,2266292454.0,1080946.0,710412984.0,2837500550.0,146953476.0,307078228.0,532880692.0,1096318203.0,33515227349.0,170342827.0,6352544699.0,23700337143.0
