41328424222,,cpu_atom/cycles/,3628085447,35.00,,
53886530135,,cpu_core/cycles/,6184623596,57.00,,
22527959744,,cpu_atom/instructions/,4228978369,41.00,0.55,insn per cycle
43846393543,,cpu_core/instructions/,6184623596,57.00,0.81,insn per cycle
387048086,,cpu_atom/cache-references/,4221201150,41.00,,
921985838,,cpu_core/cache-references/,6184623596,57.00,,
282064087,,cpu_atom/cache-misses/,4222428143,41.00,72.88,of all cache refs
583635071,,cpu_core/cache-misses/,6184623596,57.00,63.30,of all cache refs
8778115531,,cpu_atom/dTLB-loads/,4228092426,41.00,,
13385074448,,cpu_core/dTLB-loads/,6184623596,57.00,,
229704885,,cpu_atom/dTLB-load-misses/,4231029406,41.00,2.62,of all dTLB cache accesses
359940279,,cpu_core/dTLB-load-misses/,6184623596,57.00,2.69,of all dTLB cache accesses
243446485,,cpu_atom/LLC-loads/,4235935420,41.00,,
424128377,,cpu_core/LLC-loads/,6184623596,57.00,,
369,,cpu_atom/LLC-load-misses/,4233905370,41.00,0.00,of all LL-cache accesses
278532605,,cpu_core/LLC-load-misses/,6184623596,57.00,65.67,of all LL-cache accesses
