3430891093,,cpu_atom/cycles/,471553,0.00,,
8300245811,,cpu_core/cycles/,1609967809,99.00,,
1209467309,,cpu_atom/instructions/,527075,0.00,0.35,insn per cycle
9958085496,,cpu_core/instructions/,1609967809,99.00,1.20,insn per cycle
79173194,,cpu_atom/cache-references/,527075,0.00,,
153117674,,cpu_core/cache-references/,1609967809,99.00,,
31220724,,cpu_atom/cache-misses/,527075,0.00,39.43,of all cache refs
89249867,,cpu_core/cache-misses/,1609967809,99.00,58.29,of all cache refs
487125182,,cpu_atom/dTLB-loads/,527075,0.00,,
2897131049,,cpu_core/dTLB-loads/,1609967809,99.00,,
30355010,,cpu_atom/dTLB-load-misses/,527075,0.00,6.23,of all dTLB cache accesses
82311008,,cpu_core/dTLB-load-misses/,1609967809,99.00,2.84,of all dTLB cache accesses
34732125,,cpu_atom/LLC-loads/,527075,0.00,,
87303743,,cpu_core/LLC-loads/,1609967809,99.00,,
0,,cpu_atom/LLC-load-misses/,55522,0.00,,
50359814,,cpu_core/LLC-load-misses/,1609967809,99.00,57.68,of all LL-cache accesses
