4926489225,,cpu_atom/cycles/,19750232,1.00,,
23927385207,,cpu_core/cycles/,4672953834,99.00,,
10868710112,,cpu_atom/instructions/,24738075,2.00,2.21,insn per cycle
93943651393,,cpu_core/instructions/,4672953834,99.00,3.93,insn per cycle
2803308,,cpu_atom/cache-references/,25673379,2.00,,
101201907,,cpu_core/cache-references/,4672953834,99.00,,
45677,,cpu_atom/cache-misses/,25742665,2.00,1.63,of all cache refs
486485,,cpu_core/cache-misses/,4672953834,99.00,0.48,of all cache refs
3510389285,,cpu_atom/dTLB-loads/,25743130,2.00,,
30355878814,,cpu_core/dTLB-loads/,4672953834,99.00,,
22463,,cpu_atom/dTLB-load-misses/,25742327,2.00,0.00,of all dTLB cache accesses
78693,,cpu_core/dTLB-load-misses/,4672953834,99.00,0.00,of all dTLB cache accesses
64806,,cpu_atom/LLC-loads/,25741663,2.00,,
5186657,,cpu_core/LLC-loads/,4672953834,99.00,,
0,,cpu_atom/LLC-load-misses/,24061250,1.00,,
10948,,cpu_core/LLC-load-misses/,4672953834,99.00,0.21,of all LL-cache accesses
