22891258210,,cpu_atom/cycles/,2118442651,37.00,,
34552697531,,cpu_core/cycles/,5140539775,75.00,,
4017171646,,cpu_atom/instructions/,2463998982,43.00,0.18,insn per cycle
8845408071,,cpu_core/instructions/,5140539775,75.00,0.26,insn per cycle
273739357,,cpu_atom/cache-references/,2459419528,43.00,,
406412295,,cpu_core/cache-references/,5140539775,75.00,,
151715598,,cpu_atom/cache-misses/,2460720165,43.00,55.42,of all cache refs
220936641,,cpu_core/cache-misses/,5140539775,75.00,54.36,of all cache refs
1613162567,,cpu_atom/dTLB-loads/,2463492853,43.00,,
2130927309,,cpu_core/dTLB-loads/,5140539775,75.00,,
2148175,,cpu_atom/dTLB-load-misses/,2468360534,43.00,0.13,of all dTLB cache accesses
5265461,,cpu_core/dTLB-load-misses/,5140539775,75.00,0.25,of all dTLB cache accesses
172264984,,cpu_atom/LLC-loads/,2469915586,43.00,,
193640207,,cpu_core/LLC-loads/,5140539775,75.00,,
3059,,cpu_atom/LLC-load-misses/,2469511137,43.00,0.00,of all LL-cache accesses
106738604,,cpu_core/LLC-load-misses/,5140539775,75.00,55.12,of all LL-cache accesses
