2729001701,,cpu_atom/cycles/,63553898,9.00,,
5577627995,,cpu_core/cycles/,1015698783,91.00,,
4130953606,,cpu_atom/instructions/,78039392,11.00,1.51,insn per cycle
11697740028,,cpu_core/instructions/,1015698783,91.00,2.10,insn per cycle
44753433,,cpu_atom/cache-references/,78438476,11.00,,
180029977,,cpu_core/cache-references/,1015698783,91.00,,
18624383,,cpu_atom/cache-misses/,80740837,12.00,41.62,of all cache refs
44228072,,cpu_core/cache-misses/,1015698783,91.00,24.57,of all cache refs
1508688959,,cpu_atom/dTLB-loads/,80946980,12.00,,
3135964668,,cpu_core/dTLB-loads/,1015698783,91.00,,
6298749,,cpu_atom/dTLB-load-misses/,80983673,12.00,0.42,of all dTLB cache accesses
5356166,,cpu_core/dTLB-load-misses/,1015698783,91.00,0.17,of all dTLB cache accesses
11545843,,cpu_atom/LLC-loads/,82426980,12.00,,
41908437,,cpu_core/LLC-loads/,1015698783,91.00,,
807532,,cpu_atom/LLC-load-misses/,79008078,11.00,6.99,of all LL-cache accesses
16103234,,cpu_core/LLC-load-misses/,1015698783,91.00,38.42,of all LL-cache accesses
