n,threads,gflops_fftw,gflops_a1,speedup,llc_fftw,llc_a1,llc_reduction_frac,dtlb_fftw,dtlb_a1,dtlb_reduction_frac,ipc_fftw,ipc_a1,delta_ipc
16777216,8,6.799862,19.139843,2.8147399167806637,33876919.0,6679037.75,0.8028440027264581,41826020.5,475208.75,0.9886384421869635,0.794455795670954,1.3684594078904015,0.5740036122194475
67108864,8,5.821842,19.668488,3.3783960471617056,152912774.0,31114262.0,0.7965228071789476,169946433.0,2146475.0,0.9873696966620065,0.7037184889260816,1.5006279007178474,0.7969094117917658
